,date,item,category,price,promotion,units_sold,sales_7d_avg,day_of_week,is_weekend,is_holiday,brand,discount,stock_available,stockout_flag
752,2024-06-07,Diaper,Baby Care,200,0,50,53.142857142857146,Friday,0,0,Pampers,0.2,66,0
755,2024-06-08,Diaper,Baby Care,250,0,48,52.0,Saturday,1,0,Pampers,0.0,56,0
758,2024-06-09,Diaper,Baby Care,250,0,45,51.857142857142854,Sunday,1,0,Pampers,0.0,64,0
761,2024-06-10,Diaper,Baby Care,200,0,48,51.57142857142857,Monday,0,0,Pampers,0.2,60,0
764,2024-06-11,Diaper,Baby Care,220,0,52,50.857142857142854,Tuesday,0,0,Pampers,0.12,53,0
767,2024-06-12,Diaper,Baby Care,220,0,45,50.42857142857143,Wednesday,0,0,Pampers,0.12,57,0
770,2024-06-13,Diaper,Baby Care,220,0,51,50.0,Thursday,0,0,Pampers,0.12,59,0
773,2024-06-14,Diaper,Baby Care,200,1,56,48.42857142857143,Friday,0,0,Pampers,0.2,75,0
776,2024-06-15,Diaper,Baby Care,250,0,54,49.285714285714285,Saturday,1,0,Pampers,0.0,59,0
779,2024-06-16,Diaper,Baby Care,200,1,58,50.142857142857146,Sunday,1,0,Pampers,0.2,58,1
782,2024-06-17,Diaper,Baby Care,220,0,54,52.0,Monday,0,0,Pampers,0.12,58,0
785,2024-06-18,Diaper,Baby Care,220,0,55,52.857142857142854,Tuesday,0,0,Pampers,0.12,57,0
788,2024-06-19,Diaper,Baby Care,250,0,48,53.285714285714285,Wednesday,0,0,Pampers,0.0,51,0
791,2024-06-20,Diaper,Baby Care,250,1,59,53.714285714285715,Thursday,0,0,Pampers,0.0,59,1
794,2024-06-21,Diaper,Baby Care,200,0,48,54.857142857142854,Friday,0,0,Pampers,0.2,61,0
797,2024-06-22,Diaper,Baby Care,250,0,47,53.714285714285715,Saturday,1,1,Pampers,0.0,55,0
800,2024-06-23,Diaper,Baby Care,200,0,47,52.714285714285715,Sunday,1,0,Pampers,0.2,50,0
803,2024-06-24,Diaper,Baby Care,250,0,45,51.142857142857146,Monday,0,0,Pampers,0.0,62,0
806,2024-06-25,Diaper,Baby Care,220,0,46,49.857142857142854,Tuesday,0,0,Pampers,0.12,59,0
809,2024-06-26,Diaper,Baby Care,200,0,52,48.57142857142857,Wednesday,0,0,Pampers,0.2,55,0
812,2024-06-27,Diaper,Baby Care,200,0,49,49.142857142857146,Thursday,0,0,Pampers,0.2,58,0
815,2024-06-28,Diaper,Baby Care,200,0,54,47.714285714285715,Friday,0,0,Pampers,0.2,56,0
818,2024-06-29,Diaper,Baby Care,200,0,53,48.57142857142857,Saturday,1,1,Pampers,0.2,59,0
821,2024-06-30,Diaper,Baby Care,220,0,50,49.42857142857143,Sunday,1,0,Pampers,0.12,59,0
824,2024-07-01,Diaper,Baby Care,200,0,46,49.857142857142854,Monday,0,0,Pampers,0.2,58,0
827,2024-07-02,Diaper,Baby Care,250,0,53,50.0,Tuesday,0,0,Pampers,0.0,56,0
830,2024-07-03,Diaper,Baby Care,200,0,45,51.0,Wednesday,0,0,Pampers,0.2,62,0
833,2024-07-04,Diaper,Baby Care,200,0,45,50.0,Thursday,0,0,Pampers,0.2,55,0
836,2024-07-05,Diaper,Baby Care,250,0,51,49.42857142857143,Friday,0,0,Pampers,0.0,54,0
839,2024-07-06,Diaper,Baby Care,200,0,53,49.0,Saturday,1,0,Pampers,0.2,66,0
842,2024-07-07,Diaper,Baby Care,200,1,57,49.0,Sunday,1,0,Pampers,0.2,74,0
845,2024-07-08,Diaper,Baby Care,200,0,48,50.0,Monday,0,0,Pampers,0.2,55,0
848,2024-07-09,Diaper,Baby Care,220,0,52,50.285714285714285,Tuesday,0,0,Pampers,0.12,61,0
851,2024-07-10,Diaper,Baby Care,220,0,45,50.142857142857146,Wednesday,0,0,Pampers,0.12,49,0
854,2024-07-11,Diaper,Baby Care,250,0,55,50.142857142857146,Thursday,0,0,Pampers,0.0,61,0
857,2024-07-12,Diaper,Baby Care,200,0,54,51.57142857142857,Friday,0,0,Pampers,0.2,65,0
860,2024-07-13,Diaper,Baby Care,200,0,46,52.0,Saturday,1,0,Pampers,0.2,48,0
863,2024-07-14,Diaper,Baby Care,200,0,49,51.0,Sunday,1,0,Pampers,0.2,52,0
866,2024-07-15,Diaper,Baby Care,220,0,54,49.857142857142854,Monday,0,0,Pampers,0.12,63,0
869,2024-07-16,Diaper,Baby Care,220,0,55,50.714285714285715,Tuesday,0,0,Pampers,0.12,58,0
872,2024-07-17,Diaper,Baby Care,200,0,54,51.142857142857146,Wednesday,0,0,Pampers,0.2,68,0
875,2024-07-18,Diaper,Baby Care,250,0,49,52.42857142857143,Thursday,0,0,Pampers,0.0,58,0
878,2024-07-19,Diaper,Baby Care,250,0,49,51.57142857142857,Friday,0,0,Pampers,0.0,64,0
881,2024-07-20,Diaper,Baby Care,250,1,61,50.857142857142854,Saturday,1,0,Pampers,0.0,75,0
884,2024-07-21,Diaper,Baby Care,250,1,56,53.0,Sunday,1,0,Pampers,0.0,74,0
887,2024-07-22,Diaper,Baby Care,200,0,50,54.0,Monday,0,0,Pampers,0.2,69,0
890,2024-07-23,Diaper,Baby Care,250,0,52,53.42857142857143,Tuesday,0,0,Pampers,0.0,70,0
893,2024-07-24,Diaper,Baby Care,220,1,64,53.0,Wednesday,0,0,Pampers,0.12,81,0
896,2024-07-25,Diaper,Baby Care,220,0,55,54.42857142857143,Thursday,0,0,Pampers,0.12,66,0
899,2024-07-26,Diaper,Baby Care,250,0,48,55.285714285714285,Friday,0,0,Pampers,0.0,63,0
902,2024-07-27,Diaper,Baby Care,250,0,46,55.142857142857146,Saturday,1,0,Pampers,0.0,46,1
905,2024-07-28,Diaper,Baby Care,220,0,52,53.0,Sunday,1,0,Pampers,0.12,67,0
908,2024-07-29,Diaper,Baby Care,250,0,50,52.42857142857143,Monday,0,0,Pampers,0.0,51,0
911,2024-07-30,Diaper,Baby Care,250,1,64,52.42857142857143,Tuesday,0,0,Pampers,0.0,78,0
914,2024-07-31,Diaper,Baby Care,250,0,51,54.142857142857146,Wednesday,0,0,Pampers,0.0,57,0
917,2024-08-01,Diaper,Baby Care,250,0,53,52.285714285714285,Thursday,0,1,Pampers,0.0,53,1
920,2024-08-02,Diaper,Baby Care,250,0,54,52.0,Friday,0,0,Pampers,0.0,58,0
923,2024-08-03,Diaper,Baby Care,250,0,50,52.857142857142854,Saturday,1,0,Pampers,0.0,59,0
926,2024-08-04,Diaper,Baby Care,250,0,55,53.42857142857143,Sunday,1,0,Pampers,0.0,58,0
929,2024-08-05,Diaper,Baby Care,250,0,54,53.857142857142854,Monday,0,0,Pampers,0.0,67,0
932,2024-08-06,Diaper,Baby Care,250,0,52,54.42857142857143,Tuesday,0,0,Pampers,0.0,64,0
935,2024-08-07,Diaper,Baby Care,220,0,51,52.714285714285715,Wednesday,0,0,Pampers,0.12,51,1
938,2024-08-08,Diaper,Baby Care,250,1,64,52.714285714285715,Thursday,0,0,Pampers,0.0,79,0
941,2024-08-09,Diaper,Baby Care,200,0,45,54.285714285714285,Friday,0,0,Pampers,0.2,53,0
944,2024-08-10,Diaper,Baby Care,250,0,45,53.0,Saturday,1,0,Pampers,0.0,60,0
947,2024-08-11,Diaper,Baby Care,220,0,45,52.285714285714285,Sunday,1,0,Pampers,0.12,63,0
950,2024-08-12,Diaper,Baby Care,220,0,50,50.857142857142854,Monday,0,0,Pampers,0.12,64,0
953,2024-08-13,Diaper,Baby Care,200,0,51,50.285714285714285,Tuesday,0,0,Pampers,0.2,64,0
956,2024-08-14,Diaper,Baby Care,220,1,65,50.142857142857146,Wednesday,0,0,Pampers,0.12,84,0
959,2024-08-15,Diaper,Baby Care,220,0,52,52.142857142857146,Thursday,0,0,Pampers,0.12,61,0
962,2024-08-16,Diaper,Baby Care,250,0,46,50.42857142857143,Friday,0,0,Pampers,0.0,57,0
965,2024-08-17,Diaper,Baby Care,220,0,45,50.57142857142857,Saturday,1,0,Pampers,0.12,45,1
968,2024-08-18,Diaper,Baby Care,220,1,61,50.57142857142857,Sunday,1,0,Pampers,0.12,77,0
971,2024-08-19,Diaper,Baby Care,250,1,59,52.857142857142854,Monday,0,0,Pampers,0.0,67,0
974,2024-08-20,Diaper,Baby Care,200,0,47,54.142857142857146,Tuesday,0,1,Pampers,0.2,65,0
977,2024-08-21,Diaper,Baby Care,250,1,59,53.57142857142857,Wednesday,0,0,Pampers,0.0,76,0
980,2024-08-22,Diaper,Baby Care,250,0,54,52.714285714285715,Thursday,0,0,Pampers,0.0,60,0
983,2024-08-23,Diaper,Baby Care,200,1,60,53.0,Friday,0,0,Pampers,0.2,68,0
986,2024-08-24,Diaper,Baby Care,200,1,55,55.0,Saturday,1,0,Pampers,0.2,66,0
989,2024-08-25,Diaper,Baby Care,200,0,51,56.42857142857143,Sunday,1,0,Pampers,0.2,57,0
992,2024-08-26,Diaper,Baby Care,200,0,55,55.0,Monday,0,0,Pampers,0.2,68,0
995,2024-08-27,Diaper,Baby Care,200,0,46,54.42857142857143,Tuesday,0,0,Pampers,0.2,60,0
998,2024-08-28,Diaper,Baby Care,250,0,53,54.285714285714285,Wednesday,0,0,Pampers,0.0,67,0
1001,2024-08-29,Diaper,Baby Care,200,0,50,53.42857142857143,Thursday,0,0,Pampers,0.2,55,0
1004,2024-08-30,Diaper,Baby Care,220,0,52,52.857142857142854,Friday,0,0,Pampers,0.12,65,0
1007,2024-08-31,Diaper,Baby Care,250,1,58,51.714285714285715,Saturday,1,0,Pampers,0.0,59,0
1010,2024-09-01,Diaper,Baby Care,200,0,54,52.142857142857146,Sunday,1,0,Pampers,0.2,61,0
1013,2024-09-02,Diaper,Baby Care,220,1,63,52.57142857142857,Monday,0,0,Pampers,0.12,75,0
1016,2024-09-03,Diaper,Baby Care,250,0,49,53.714285714285715,Tuesday,0,0,Pampers,0.0,54,0
1019,2024-09-04,Diaper,Baby Care,220,1,65,54.142857142857146,Wednesday,0,0,Pampers,0.12,69,0
1022,2024-09-05,Diaper,Baby Care,250,0,51,55.857142857142854,Thursday,0,0,Pampers,0.0,55,0
1025,2024-09-06,Diaper,Baby Care,220,0,50,56.0,Friday,0,0,Pampers,0.12,50,1
1028,2024-09-07,Diaper,Baby Care,220,0,54,55.714285714285715,Saturday,1,1,Pampers,0.12,62,0
1031,2024-09-08,Diaper,Baby Care,220,0,47,55.142857142857146,Sunday,1,0,Pampers,0.12,52,0
1034,2024-09-09,Diaper,Baby Care,220,0,53,54.142857142857146,Monday,0,0,Pampers,0.12,72,0
1037,2024-09-10,Diaper,Baby Care,200,1,64,52.714285714285715,Tuesday,0,0,Pampers,0.2,70,0
1040,2024-09-11,Diaper,Baby Care,220,0,52,54.857142857142854,Wednesday,0,0,Pampers,0.12,60,0
1043,2024-09-12,Diaper,Baby Care,220,0,45,53.0,Thursday,0,0,Pampers,0.12,49,0
1046,2024-09-13,Diaper,Baby Care,250,1,65,52.142857142857146,Friday,0,1,Pampers,0.0,78,0
1049,2024-09-14,Diaper,Baby Care,220,0,54,54.285714285714285,Saturday,1,0,Pampers,0.12,58,0
1052,2024-09-15,Diaper,Baby Care,250,0,46,54.285714285714285,Sunday,1,1,Pampers,0.0,53,0
1055,2024-09-16,Diaper,Baby Care,200,0,48,54.142857142857146,Monday,0,0,Pampers,0.2,54,0
1058,2024-09-17,Diaper,Baby Care,220,0,46,53.42857142857143,Tuesday,0,0,Pampers,0.12,58,0
1061,2024-09-18,Diaper,Baby Care,200,0,46,50.857142857142854,Wednesday,0,0,Pampers,0.2,58,0
1064,2024-09-19,Diaper,Baby Care,220,0,45,50.0,Thursday,0,0,Pampers,0.12,52,0
1067,2024-09-20,Diaper,Baby Care,250,0,55,50.0,Friday,0,0,Pampers,0.0,65,0
1070,2024-09-21,Diaper,Baby Care,250,1,60,48.57142857142857,Saturday,1,0,Pampers,0.0,77,0
1073,2024-09-22,Diaper,Baby Care,250,1,65,49.42857142857143,Sunday,1,0,Pampers,0.0,83,0
1076,2024-09-23,Diaper,Baby Care,200,0,48,52.142857142857146,Monday,0,0,Pampers,0.2,53,0
1079,2024-09-24,Diaper,Baby Care,250,0,55,52.142857142857146,Tuesday,0,0,Pampers,0.0,56,0
1082,2024-09-25,Diaper,Baby Care,250,0,55,53.42857142857143,Wednesday,0,0,Pampers,0.0,67,0
1085,2024-09-26,Diaper,Baby Care,250,0,55,54.714285714285715,Thursday,0,0,Pampers,0.0,65,0
1088,2024-09-27,Diaper,Baby Care,250,0,48,56.142857142857146,Friday,0,0,Pampers,0.0,48,1
1091,2024-09-28,Diaper,Baby Care,200,1,60,55.142857142857146,Saturday,1,0,Pampers,0.2,61,0
1094,2024-09-29,Diaper,Baby Care,250,0,55,55.142857142857146,Sunday,1,0,Pampers,0.0,71,0
1097,2024-09-30,Diaper,Baby Care,220,1,62,53.714285714285715,Monday,0,0,Pampers,0.12,69,0
1100,2024-10-01,Diaper,Baby Care,220,0,45,55.714285714285715,Tuesday,0,0,Pampers,0.12,46,0
1103,2024-10-02,Diaper,Baby Care,250,0,48,54.285714285714285,Wednesday,0,0,Pampers,0.0,53,0
1106,2024-10-03,Diaper,Baby Care,200,0,47,53.285714285714285,Thursday,0,0,Pampers,0.2,51,0
1109,2024-10-04,Diaper,Baby Care,220,0,46,52.142857142857146,Friday,0,0,Pampers,0.12,61,0
1112,2024-10-05,Diaper,Baby Care,220,0,52,51.857142857142854,Saturday,1,1,Pampers,0.12,59,0
1115,2024-10-06,Diaper,Baby Care,250,0,50,50.714285714285715,Sunday,1,0,Pampers,0.0,68,0
1118,2024-10-07,Diaper,Baby Care,250,1,60,50.0,Monday,0,0,Pampers,0.0,75,0
1121,2024-10-08,Diaper,Baby Care,220,1,60,49.714285714285715,Tuesday,0,1,Pampers,0.12,72,0
1124,2024-10-09,Diaper,Baby Care,200,0,50,51.857142857142854,Wednesday,0,0,Pampers,0.2,69,0
1127,2024-10-10,Diaper,Baby Care,250,0,54,52.142857142857146,Thursday,0,0,Pampers,0.0,60,0
1130,2024-10-11,Diaper,Baby Care,250,0,49,53.142857142857146,Friday,0,1,Pampers,0.0,64,0
1133,2024-10-12,Diaper,Baby Care,220,1,60,53.57142857142857,Saturday,1,0,Pampers,0.12,75,0
1136,2024-10-13,Diaper,Baby Care,220,0,53,54.714285714285715,Sunday,1,0,Pampers,0.12,64,0
1139,2024-10-14,Diaper,Baby Care,200,0,52,55.142857142857146,Monday,0,0,Pampers,0.2,65,0
1142,2024-10-15,Diaper,Baby Care,250,0,49,54.0,Tuesday,0,0,Pampers,0.0,66,0
1145,2024-10-16,Diaper,Baby Care,250,0,47,52.42857142857143,Wednesday,0,0,Pampers,0.0,64,0
1148,2024-10-17,Diaper,Baby Care,220,0,51,52.0,Thursday,0,0,Pampers,0.12,66,0
1151,2024-10-18,Diaper,Baby Care,250,0,50,51.57142857142857,Friday,0,0,Pampers,0.0,69,0
1154,2024-10-19,Diaper,Baby Care,200,0,49,51.714285714285715,Saturday,1,0,Pampers,0.2,64,0
1157,2024-10-20,Diaper,Baby Care,250,0,53,50.142857142857146,Sunday,1,0,Pampers,0.0,65,0
1160,2024-10-21,Diaper,Baby Care,250,0,53,50.142857142857146,Monday,0,0,Pampers,0.0,61,0
1163,2024-10-22,Diaper,Baby Care,200,0,53,50.285714285714285,Tuesday,0,0,Pampers,0.2,61,0
1166,2024-10-23,Diaper,Baby Care,250,0,47,50.857142857142854,Wednesday,0,0,Pampers,0.0,59,0
1169,2024-10-24,Diaper,Baby Care,220,0,51,50.857142857142854,Thursday,0,0,Pampers,0.12,54,0
1172,2024-10-25,Diaper,Baby Care,220,0,50,50.857142857142854,Friday,0,0,Pampers,0.12,58,0
1175,2024-10-26,Diaper,Baby Care,200,0,48,50.857142857142854,Saturday,1,0,Pampers,0.2,62,0
1178,2024-10-27,Diaper,Baby Care,250,0,46,50.714285714285715,Sunday,1,0,Pampers,0.0,59,0
1181,2024-10-28,Diaper,Baby Care,200,0,48,49.714285714285715,Monday,0,0,Pampers,0.2,66,0
1184,2024-10-29,Diaper,Baby Care,200,1,64,49.0,Tuesday,0,0,Pampers,0.2,75,0
1187,2024-10-30,Diaper,Baby Care,250,0,54,50.57142857142857,Wednesday,0,0,Pampers,0.0,59,0
1190,2024-10-31,Diaper,Baby Care,200,0,47,51.57142857142857,Thursday,0,0,Pampers,0.2,49,0
1193,2024-11-01,Diaper,Baby Care,250,1,61,51.0,Friday,0,0,Pampers,0.0,80,0
1196,2024-11-02,Diaper,Baby Care,220,0,54,52.57142857142857,Saturday,1,1,Pampers,0.12,69,0
1199,2024-11-03,Diaper,Baby Care,250,0,52,53.42857142857143,Sunday,1,0,Pampers,0.0,71,0
1202,2024-11-04,Diaper,Baby Care,200,0,55,54.285714285714285,Monday,0,0,Pampers,0.2,71,0
1205,2024-11-05,Diaper,Baby Care,200,0,45,55.285714285714285,Tuesday,0,0,Pampers,0.2,60,0
1208,2024-11-06,Diaper,Baby Care,220,0,46,52.57142857142857,Wednesday,0,0,Pampers,0.12,51,0
1211,2024-11-07,Diaper,Baby Care,220,1,55,51.42857142857143,Thursday,0,1,Pampers,0.12,62,0
1214,2024-11-08,Diaper,Baby Care,200,0,52,52.57142857142857,Friday,0,0,Pampers,0.2,70,0
1217,2024-11-09,Diaper,Baby Care,220,0,45,51.285714285714285,Saturday,1,0,Pampers,0.12,46,0
1220,2024-11-10,Diaper,Baby Care,200,0,47,50.0,Sunday,1,0,Pampers,0.2,60,0
1223,2024-11-11,Diaper,Baby Care,250,0,55,49.285714285714285,Monday,0,0,Pampers,0.0,66,0
1226,2024-11-12,Diaper,Baby Care,200,0,50,49.285714285714285,Tuesday,0,0,Pampers,0.2,66,0
1229,2024-11-13,Diaper,Baby Care,250,1,55,50.0,Wednesday,0,0,Pampers,0.0,69,0
1232,2024-11-14,Diaper,Baby Care,220,0,45,51.285714285714285,Thursday,0,0,Pampers,0.12,62,0
1235,2024-11-15,Diaper,Baby Care,220,0,52,49.857142857142854,Friday,0,0,Pampers,0.12,67,0
1238,2024-11-16,Diaper,Baby Care,220,0,50,49.857142857142854,Saturday,1,0,Pampers,0.12,62,0
1241,2024-11-17,Diaper,Baby Care,200,0,51,50.57142857142857,Sunday,1,0,Pampers,0.2,67,0
1244,2024-11-18,Diaper,Baby Care,200,1,60,51.142857142857146,Monday,0,0,Pampers,0.2,67,0
1247,2024-11-19,Diaper,Baby Care,250,0,55,51.857142857142854,Tuesday,0,0,Pampers,0.0,55,1
1250,2024-11-20,Diaper,Baby Care,220,0,45,52.57142857142857,Wednesday,0,0,Pampers,0.12,47,0
1253,2024-11-21,Diaper,Baby Care,220,0,51,51.142857142857146,Thursday,0,0,Pampers,0.12,66,0
1256,2024-11-22,Diaper,Baby Care,200,0,51,52.0,Friday,0,0,Pampers,0.2,52,0
1259,2024-11-23,Diaper,Baby Care,200,1,57,51.857142857142854,Saturday,1,0,Pampers,0.2,71,0
1262,2024-11-24,Diaper,Baby Care,250,1,58,52.857142857142854,Sunday,1,0,Pampers,0.0,58,1
1265,2024-11-25,Diaper,Baby Care,220,1,55,53.857142857142854,Monday,0,0,Pampers,0.12,63,0
1268,2024-11-26,Diaper,Baby Care,220,0,54,53.142857142857146,Tuesday,0,0,Pampers,0.12,69,0
1271,2024-11-27,Diaper,Baby Care,200,0,52,53.0,Wednesday,0,0,Pampers,0.2,55,0
1274,2024-11-28,Diaper,Baby Care,200,1,64,54.0,Thursday,0,0,Pampers,0.2,75,0
1277,2024-11-29,Diaper,Baby Care,200,0,55,55.857142857142854,Friday,0,0,Pampers,0.2,55,1
1280,2024-11-30,Diaper,Baby Care,250,0,54,56.42857142857143,Saturday,1,0,Pampers,0.0,54,1
1283,2024-12-01,Diaper,Baby Care,220,0,48,56.0,Sunday,1,0,Pampers,0.12,54,0
1286,2024-12-02,Diaper,Baby Care,200,0,54,54.57142857142857,Monday,0,0,Pampers,0.2,71,0
1289,2024-12-03,Diaper,Baby Care,220,1,55,54.42857142857143,Tuesday,0,0,Pampers,0.12,69,0
1292,2024-12-04,Diaper,Baby Care,250,0,46,54.57142857142857,Wednesday,0,0,Pampers,0.0,58,0
1295,2024-12-05,Diaper,Baby Care,220,0,55,53.714285714285715,Thursday,0,0,Pampers,0.12,70,0
1298,2024-12-06,Diaper,Baby Care,200,0,47,52.42857142857143,Friday,0,0,Pampers,0.2,53,0
1301,2024-12-07,Diaper,Baby Care,200,0,52,51.285714285714285,Saturday,1,0,Pampers,0.2,67,0
1304,2024-12-08,Diaper,Baby Care,220,0,47,51.0,Sunday,1,0,Pampers,0.12,59,0
1307,2024-12-09,Diaper,Baby Care,200,0,45,50.857142857142854,Monday,0,0,Pampers,0.2,58,0
1310,2024-12-10,Diaper,Baby Care,250,0,48,49.57142857142857,Tuesday,0,0,Pampers,0.0,64,0
1313,2024-12-11,Diaper,Baby Care,250,0,45,48.57142857142857,Wednesday,0,0,Pampers,0.0,56,0
1316,2024-12-12,Diaper,Baby Care,220,0,54,48.42857142857143,Thursday,0,0,Pampers,0.12,73,0
1319,2024-12-13,Diaper,Baby Care,220,0,48,48.285714285714285,Friday,0,1,Pampers,0.12,60,0
1322,2024-12-14,Diaper,Baby Care,220,0,45,48.42857142857143,Saturday,1,1,Pampers,0.12,64,0
1325,2024-12-15,Diaper,Baby Care,200,1,64,47.42857142857143,Sunday,1,0,Pampers,0.2,78,0
1328,2024-12-16,Diaper,Baby Care,250,0,45,49.857142857142854,Monday,0,0,Pampers,0.0,48,0
1331,2024-12-17,Diaper,Baby Care,220,0,54,49.857142857142854,Tuesday,0,0,Pampers,0.12,55,0
1334,2024-12-18,Diaper,Baby Care,220,0,51,50.714285714285715,Wednesday,0,0,Pampers,0.12,68,0
1337,2024-12-19,Diaper,Baby Care,250,0,47,51.57142857142857,Thursday,0,0,Pampers,0.0,48,0
1340,2024-12-20,Diaper,Baby Care,200,1,62,50.57142857142857,Friday,0,0,Pampers,0.2,76,0
1343,2024-12-21,Diaper,Baby Care,200,0,50,52.57142857142857,Saturday,1,0,Pampers,0.2,68,0
1346,2024-12-22,Diaper,Baby Care,220,0,49,53.285714285714285,Sunday,1,0,Pampers,0.12,63,0
1349,2024-12-23,Diaper,Baby Care,220,0,50,51.142857142857146,Monday,0,0,Pampers,0.12,69,0
1352,2024-12-24,Diaper,Baby Care,220,0,51,51.857142857142854,Tuesday,0,0,Pampers,0.12,60,0
1355,2024-12-25,Diaper,Baby Care,220,0,54,51.42857142857143,Wednesday,0,0,Pampers,0.12,73,0
1358,2024-12-26,Diaper,Baby Care,200,0,48,51.857142857142854,Thursday,0,1,Pampers,0.2,58,0
1361,2024-12-27,Diaper,Baby Care,220,1,55,52.0,Friday,0,0,Pampers,0.12,64,0
1364,2024-12-28,Diaper,Baby Care,220,0,45,51.0,Saturday,1,0,Pampers,0.12,49,0
1367,2024-12-29,Diaper,Baby Care,250,0,49,50.285714285714285,Sunday,1,0,Pampers,0.0,57,0
1370,2024-12-30,Diaper,Baby Care,220,0,54,50.285714285714285,Monday,0,0,Pampers,0.12,73,0
1373,2024-12-31,Diaper,Baby Care,200,0,49,50.857142857142854,Tuesday,0,0,Pampers,0.2,67,0
1376,2025-01-01,Diaper,Baby Care,250,0,46,50.57142857142857,Wednesday,0,0,Pampers,0.0,58,0
1379,2025-01-02,Diaper,Baby Care,220,0,52,49.42857142857143,Thursday,0,0,Pampers,0.12,69,0
1382,2025-01-03,Diaper,Baby Care,200,0,49,50.0,Friday,0,0,Pampers,0.2,65,0
1385,2025-01-04,Diaper,Baby Care,220,0,45,49.142857142857146,Saturday,1,0,Pampers,0.12,50,0
1388,2025-01-05,Diaper,Baby Care,200,0,46,49.142857142857146,Sunday,1,1,Pampers,0.2,55,0
1391,2025-01-06,Diaper,Baby Care,220,0,48,48.714285714285715,Monday,0,0,Pampers,0.12,49,0
1394,2025-01-07,Diaper,Baby Care,250,0,45,47.857142857142854,Tuesday,0,1,Pampers,0.0,50,0
1397,2025-01-08,Diaper,Baby Care,200,0,54,47.285714285714285,Wednesday,0,0,Pampers,0.2,66,0
1400,2025-01-09,Diaper,Baby Care,200,0,52,48.42857142857143,Thursday,0,0,Pampers,0.2,69,0
1403,2025-01-10,Diaper,Baby Care,250,0,46,48.42857142857143,Friday,0,0,Pampers,0.0,52,0
1406,2025-01-11,Diaper,Baby Care,250,0,52,48.0,Saturday,1,0,Pampers,0.0,53,0
1409,2025-01-12,Diaper,Baby Care,220,0,54,49.0,Sunday,1,0,Pampers,0.12,67,0
1412,2025-01-13,Diaper,Baby Care,200,0,46,50.142857142857146,Monday,0,0,Pampers,0.2,50,0
1415,2025-01-14,Diaper,Baby Care,200,0,51,49.857142857142854,Tuesday,0,0,Pampers,0.2,68,0
1418,2025-01-15,Diaper,Baby Care,250,0,50,50.714285714285715,Wednesday,0,0,Pampers,0.0,60,0
1421,2025-01-16,Diaper,Baby Care,220,0,50,50.142857142857146,Thursday,0,0,Pampers,0.12,59,0
1424,2025-01-17,Diaper,Baby Care,220,0,51,49.857142857142854,Friday,0,0,Pampers,0.12,61,0
1427,2025-01-18,Diaper,Baby Care,220,0,52,50.57142857142857,Saturday,1,0,Pampers,0.12,53,0
1430,2025-01-19,Diaper,Baby Care,220,0,55,50.57142857142857,Sunday,1,0,Pampers,0.12,69,0
1433,2025-01-20,Diaper,Baby Care,200,0,50,50.714285714285715,Monday,0,0,Pampers,0.2,56,0
1436,2025-01-21,Diaper,Baby Care,200,0,50,51.285714285714285,Tuesday,0,0,Pampers,0.2,58,0
1439,2025-01-22,Diaper,Baby Care,250,0,46,51.142857142857146,Wednesday,0,0,Pampers,0.0,50,0
1442,2025-01-23,Diaper,Baby Care,200,0,48,50.57142857142857,Thursday,0,0,Pampers,0.2,54,0
1445,2025-01-24,Diaper,Baby Care,250,1,59,50.285714285714285,Friday,0,0,Pampers,0.0,78,0
1448,2025-01-25,Diaper,Baby Care,200,1,65,51.42857142857143,Saturday,1,0,Pampers,0.2,66,0
1451,2025-01-26,Diaper,Baby Care,250,0,51,53.285714285714285,Sunday,1,0,Pampers,0.0,53,0
1454,2025-01-27,Diaper,Baby Care,220,0,50,52.714285714285715,Monday,0,0,Pampers,0.12,51,0
1457,2025-01-28,Diaper,Baby Care,200,0,49,52.714285714285715,Tuesday,0,0,Pampers,0.2,67,0
1460,2025-01-29,Diaper,Baby Care,250,1,62,52.57142857142857,Wednesday,0,1,Pampers,0.0,65,0
1463,2025-01-30,Diaper,Baby Care,250,0,45,54.857142857142854,Thursday,0,0,Pampers,0.0,64,0
1466,2025-01-31,Diaper,Baby Care,250,0,53,54.42857142857143,Friday,0,0,Pampers,0.0,59,0
1469,2025-02-01,Diaper,Baby Care,220,0,50,53.57142857142857,Saturday,1,0,Pampers,0.12,56,0
1472,2025-02-02,Diaper,Baby Care,200,0,52,51.42857142857143,Sunday,1,0,Pampers,0.2,68,0
1475,2025-02-03,Diaper,Baby Care,250,1,64,51.57142857142857,Monday,0,0,Pampers,0.0,82,0
1478,2025-02-04,Diaper,Baby Care,250,1,60,53.57142857142857,Tuesday,0,0,Pampers,0.0,75,0
1481,2025-02-05,Diaper,Baby Care,250,0,54,55.142857142857146,Wednesday,0,1,Pampers,0.0,56,0
1484,2025-02-06,Diaper,Baby Care,200,0,47,54.0,Thursday,0,0,Pampers,0.2,61,0
1487,2025-02-07,Diaper,Baby Care,250,0,51,54.285714285714285,Friday,0,1,Pampers,0.0,64,0
1490,2025-02-08,Diaper,Baby Care,200,0,52,54.0,Saturday,1,0,Pampers,0.2,66,0
1493,2025-02-09,Diaper,Baby Care,200,0,49,54.285714285714285,Sunday,1,0,Pampers,0.2,62,0
1496,2025-02-10,Diaper,Baby Care,200,0,49,53.857142857142854,Monday,0,0,Pampers,0.2,55,0
